      0.00000        10.3760        10.3560        10.5140
    0.0500000        10.3235        10.2536        10.4207
     0.100000        10.2731        10.1981        10.3001
     0.150000        10.1928        10.1695        10.2163
     0.200000        10.1193        10.0770        10.1396
     0.250000        10.0397        10.0133        10.0850
     0.300000        9.97813        9.95902        10.0291
     0.350000        9.94386        9.89662        9.97325
     0.400000        9.90055        9.84271        9.92284
     0.450000        9.84565        9.78656        9.88022
     0.500000        9.79183        9.73385        9.83331
     0.550000        9.74885        9.68435        9.78780
     0.600000        9.70459        9.63773        9.74419
     0.650000        9.66297        9.59345        9.69938
     0.700000        9.62445        9.55280        9.65664
     0.750000        9.58905        9.51616        9.61577
     0.800000        9.55913        9.49609        9.57707
     0.850000        9.52819        9.47693        9.53975
     0.900000        9.49547        9.44639        9.50628
     0.950000        9.46417        9.42484        9.47526
      1.00000        9.43461        9.40434        9.44210
      1.05000        9.40567        9.38400        9.41040
      1.10000        9.37971        9.36414        9.38572
      1.15000        9.35174        9.34038        9.36436
      1.20000        9.32535        9.31102        9.33643
      1.25000        9.30361        9.28294        9.31044
      1.30000        9.28039        9.25572        9.28901
      1.35000        9.25806        9.22953        9.27138
      1.40000        9.23383        9.20399        9.25414
      1.45000        9.21003        9.17932        9.23758
      1.50000        9.18690        9.16721        9.22106
      1.55000        9.16444        9.14824        9.20480
      1.60000        9.14472        9.12665        9.18877
      1.65000        9.13423        9.10575        9.17302
      1.70000        9.12127        9.08551        9.15754
      1.75000        9.10400        9.06597        9.14203
      1.80000        9.08753        9.04767        9.12719
      1.85000        9.07117        9.03098        9.11270
      1.90000        9.05523        9.01242        9.09858
      1.95000        9.03972        8.99688        9.08499
      2.00000        9.02512        8.98266        9.06989
      2.05000        9.01040        8.96845        9.05747
      2.10000        8.99598        8.95439        9.04163
      2.15000        8.98153        8.93774        9.02683
      2.20000        8.96671        8.92148        9.01201
      2.25000        8.95218        8.90608        8.99807
      2.30000        8.93793        8.89049        8.98435
      2.35000        8.92417        8.87520        8.97085
      2.40000        8.91333        8.86022        8.95781
      2.45000        8.90290        8.84585        8.94477
      2.50000        8.89072        8.83145        8.93191
      2.55000        8.87843        8.81963        8.91923
      2.60000        8.86633        8.80834        8.90674
      2.65000        8.85479        8.79758        8.89446
      2.70000        8.84299        8.78678        8.88232
      2.75000        8.83133        8.77622        8.87036
      2.80000        8.81980        8.76591        8.85857
      2.85000        8.80841        8.75585        8.84697
      2.90000        8.79757        8.74641        8.83582
      2.95000        8.78645        8.73681        8.82456
      3.00000        8.77541        8.72741        8.81345
      3.05000        8.76447        8.71821        8.80248
      3.10000        8.75362        8.70921        8.79166
      3.15000        8.74285        8.70100        8.78099
      3.20000        8.73225        8.69236        8.77089
      3.25000        8.72165        8.68387        8.76050
      3.30000        8.71114        8.67553        8.75021
      3.35000        8.70070        8.66733        8.74004
      3.40000        8.69035        8.65928        8.72999
      3.45000        8.68007        8.65023        8.72004
      3.50000        8.67010        8.64160        8.71020
      3.55000        8.65997        8.63261        8.70064
      3.60000        8.64991        8.62373        8.69102
      3.65000        8.63992        8.61496        8.68150
      3.70000        8.62999        8.60630        8.67207
      3.75000        8.62012        8.59775        8.66274
      3.80000        8.61032        8.58931        8.65351
      3.85000        8.60066        8.58135        8.64438
      3.90000        8.59099        8.57310        8.63533
      3.95000        8.58212        8.56493        8.62640
      4.00000        8.57381        8.55684        8.61756
      4.05000        8.56707        8.54884        8.60882
      4.10000        8.56071        8.54092        8.60018
      4.15000        8.55445        8.53308        8.59164
      4.20000        8.54911        8.52550        8.58319
      4.25000        8.54305        8.51784        8.57532
      4.30000        8.53706        8.51025        8.56705
      4.35000        8.53113        8.50274        8.55886
      4.40000        8.52527        8.49531        8.55073
      4.45000        8.51948        8.48795        8.54269
      4.50000        8.51375        8.47942        8.53472
      4.55000        8.50808        8.47059        8.52682
      4.60000        8.50248        8.46184        8.51900
      4.65000        8.49569        8.45299        8.51126
      4.70000        8.48762        8.44436        8.50387
      4.75000        8.47961        8.43582        8.49628
      4.80000        8.47168        8.42736        8.48877
      4.85000        8.46381        8.41897        8.48131
      4.90000        8.45602        8.41066        8.47392
      4.95000        8.44829        8.40244        8.46660
      5.00000        8.44063        8.39575        8.46011
      5.05000        8.43303        8.39020        8.45498
      5.10000        8.42577        8.38427        8.45013
      5.15000        8.41830        8.37838        8.44509
      5.20000        8.41090        8.37254        8.44009
      5.25000        8.40355        8.36675        8.43512
      5.30000        8.39625        8.36099        8.43020
      5.35000        8.38902        8.35529        8.42532
      5.40000        8.38184        8.34962        8.42047
      5.45000        8.37473        8.34400        8.41567
      5.50000        8.36767        8.33842        8.41091
      5.55000        8.36067        8.33322        8.40619
      5.60000        8.35396        8.32774        8.40183
      5.65000        8.34708        8.32229        8.39719
      5.70000        8.34025        8.31688        8.39258
      5.75000        8.33347        8.31150        8.38800
      5.80000        8.32720        8.30616        8.38345
      5.85000        8.32137        8.30085        8.37894
      5.90000        8.31559        8.29557        8.37445
      5.95000        8.30986        8.29033        8.36999
      6.00000        8.30417        8.28511        8.36556
      6.05000        8.29853        8.27994        8.36116
      6.10000        8.29351        8.27500        8.35680
      6.15000        8.28796        8.26988        8.35267
      6.20000        8.28244        8.26479        8.34836
      6.25000        8.27695        8.25972        8.34407
      6.30000        8.27149        8.25469        8.33982
      6.35000        8.26606        8.24968        8.33558
      6.40000        8.26067        8.24470        8.33138
      6.45000        8.25530        8.23975        8.32720
      6.50000        8.24997        8.23482        8.32304
      6.55000        8.24467        8.22993        8.31891
      6.60000        8.23940        8.22506        8.31481
