0.100	1.286	-0.006	0.007
0.154	1.274	-0.007	0.006
0.202	1.267	-0.007	0.006
0.286	1.257	-0.007	0.006
0.375	1.249	-0.008	0.006
0.511	1.242	-0.009	0.006
0.714	1.233	-0.009	0.006
0.949	1.226	-0.009	0.006
1.200	1.217	-0.007	0.009
1.518	1.211	-0.009	0.008
1.804	1.203	-0.010	0.010
2.199	1.199	-0.013	0.014
2.747	1.206	-0.019	0.010
3.605	1.200	-0.024	0.018
4.504	1.190	-0.027	0.026
5.985	1.183	-0.032	0.033
7.664	1.185	-0.041	0.040
