0.100	1.606	-0.007	0.008
0.116	1.601	-0.007	0.007
0.143	1.590	-0.008	0.008
0.197	1.575	-0.008	0.008
0.271	1.562	-0.009	0.007
0.374	1.543	-0.009	0.009
0.522	1.526	-0.009	0.008
0.701	1.516	-0.011	0.005
0.886	1.502	-0.011	0.008
1.221	1.488	-0.014	0.009
1.544	1.480	-0.016	0.008
1.951	1.468	-0.016	0.012
2.466	1.460	-0.020	0.015
2.967	1.438	-0.027	0.019
3.844	1.417	-0.031	0.022
4.859	1.392	-0.035	0.030
5.992	1.364	-0.038	0.039
8.055	1.331	-0.039	0.054
