rkpc,nrkpc,z0,z1,z2,z3,z4,z5,z6
9.00901,1.7324841387501584,7.850510228874926,7.848222380826733,7.794684584916138,7.675581306871443,7.431304245651772,7.060811119791345,6.738084178287804
9.10911,1.7372766664750605,7.840780860255215,7.835544065912314,7.785191693158374,7.657848147612995,7.416798555112099,7.031121533131702,6.72121191469626
9.20921,1.7420298566276757,7.831139392222741,7.8223871335290855,7.7744578392618084,7.640177224930745,7.403588894583253,7.007534417897257,6.704474829145653
9.30931,1.7467444544638675,7.8215849223831455,7.8093266817530465,7.764872985671733,7.622567326518181,7.391231597227861,6.9770817468333455,6.687871267922635
9.40941,1.7514211832898914,7.812113518719394,7.798498028679542,7.755106160278586,7.6103588199934125,7.378980808868214,6.94635940253242,6.6713978026912555
9.50951,1.7560607453346138,7.802726531673926,7.788062260178737,7.745241135125561,7.599277037774472,7.366837440557803,6.91215241499169,6.655053873671517
9.60961,1.7606638225782867,7.793420168940784,7.7777073193745725,7.733727567183038,7.588290759343612,7.354795848044696,6.882360009932507,6.638835556058799
9.70971,1.7652310775404754,7.784193488342897,7.767432686971306,7.7235041067150245,7.57739987593342,7.342856758301524,6.852547694381515,6.616610980033796
9.80981,1.7697631540295446,7.775045096922085,7.756966837099143,7.712012943135261,7.56660127930632,7.331018117877959,6.822715834360092,6.589576550772192
9.90991,1.7742606778559566,7.765973124511781,7.746453594508604,7.703761537556671,7.5558945549658505,7.319276827398424,6.79277398052564,6.562596169733087
10.01,1.7787238132749206,7.756976717075072,7.734995737786113,7.695393232519945,7.545277420101361,7.307630798049346,6.762062313640856,6.535672538365701
10.1101,1.7831540438825348,7.748054616069029,7.725244985003857,7.68431832532763,7.534748059919396,7.296081351877239,6.733105740544609,6.513909787827381
10.2102,1.7875514978478322,7.739205135262221,7.7159473828559255,7.675280541922765,7.524306527453996,7.284622457913549,6.703197629191872,6.499112224183739
10.3103,1.7919167354707437,7.730426945266043,7.706295227586655,7.664450166811015,7.513948358146853,7.27325598345175,6.673270715958501,6.4844308198960725
10.4104,1.7962503021454506,7.721719131787499,7.697551891543181,7.653409349327783,7.503673584747157,7.261978567181696,6.64332533057169,6.4698647072356605
10.5105,1.800552728895945,7.713080415832876,7.687946111563659,7.6430112485105575,7.493480357683016,7.250788264482504,6.619303119349802,6.455411358960686
10.6106,1.804824532887448,7.7045082761607,7.67832987071773,7.632568635470015,7.483367598221954,7.23968729234674,6.603083718781444,6.441066406639262
10.7107,1.8090662179149881,7.696003217061226,7.669094561614171,7.623329937598959,7.473335122929679,7.22866721893236,6.586968551349235,6.426833203084141
10.8108,1.813278274870369,7.687563739051668,7.6609422787521115,7.614158709509174,7.463379292508287,7.217733920595976,6.570954857247997,6.412704087255449
10.9109,1.817461182188666,7.679188878029341,7.652845621280871,7.603649852710814,7.453500277437275,7.206882519444129,6.544929574014125,6.398681150891694
11.011,1.8216154062753307,7.670877347882465,7.644802810753063,7.59400560178834,7.44369628320646,7.19610983326526,6.503169429253463,6.384761885385756
11.1111,1.825741401914918,7.662627523789841,7.636814747926059,7.586514166023059,7.433966541566365,7.1854174862304685,6.461177264176023,6.370944024488542
11.2112,1.8298396126623753,7.654438387757375,7.628879150569188,7.5790801558989545,7.424308185405554,7.167394141945898,6.418953900076017,6.357225682580505
11.3113,1.8339104712177956,7.64631058310741,7.620994421851142,7.568594758737428,7.414722721158878,7.143698509930143,6.377628573221364,6.343607476796363
11.4114,1.8379543997854673,7.63824058962583,7.612027950562867,7.5593738988646155,7.399722165972205,7.119964833979974,6.359968215825904,6.330084883865644
11.5115,1.8419718104180114,7.630229498521151,7.603323035589831,7.550673429678481,7.383808187499914,7.0987025505676,6.342404913866346,6.316655863538378
11.6116,1.8459631053463523,7.622276208654572,7.593984586138763,7.542723374432436,7.367940799403799,7.0865306670298915,6.32493649169371,6.303323518189262
11.7117,1.849928677296216,7.614379337987156,7.586005230197642,7.534107369934726,7.3521168864306885,7.074432424783189,6.307560214621735,6.290081379019278
11.8118,1.8538689097918237,7.606537210164528,7.578081947271502,7.525228857036257,7.336339635820781,7.062412745615159,6.290275077106587,6.269919029787337
11.9119,1.8577841774473949,7.598751123110054,7.570959522628959,7.517096883362341,7.317298470579858,7.050460961350442,6.273082332801592,6.249007470547615
12.012,1.8616748462470543,7.591017834332948,7.564203122389316,7.504714108014977,7.304626223597713,7.038584399723998,6.255976456434342,6.228171857650534
12.1121,1.8655412738136894,7.583337091174602,7.557492765284041,7.490936998415371,7.289267794782828,7.026778328659527,6.22511535697073,6.207410835340767
12.2122,1.86938380966729,7.575709608786169,7.550695427130949,7.48196833684171,7.273663211202794,7.015041044085504,6.182771186796505,6.186727550552299
12.3123,1.8732027954732564,7.568133640136087,7.541934770589419,7.4745702592257,7.258100667083089,7.0033743540197495,6.140115051895714,6.1661191578259755
12.4124,1.8769985652811496,7.560608346691853,7.5332304409541075,7.466784607332178,7.242581178834488,6.991775243799729,6.113752889121712,6.145584828000285
12.5125,1.880771445754321,7.553132674925262,7.524144171218674,7.4595206460387535,7.227102210599855,6.980242963275218,6.097142732487105,6.125120016714904
12.6126,1.8845217563908436,7.545706582601901,7.5164401756310815,7.451244380242413,7.211665071048186,6.968776581771005,6.0806192726678345,6.104729456483477
12.7127,1.8882498097361384,7.538328620019779,7.509198488617491,7.444439855401794,7.196267402181109,6.954427768899061,6.064180850891833,6.084411822552601
12.8128,1.891955911587671,7.530998372676969,7.501798440447152,7.437544461797492,7.18091114028387,6.9388568229801075,6.047827608013508,6.064162118948699
