4.325	0.062
4.926	0.071
5.660	0.082
6.119	0.093
6.732	0.108
7.342	0.122
7.938	0.134
8.583	0.146
9.443	0.155
10.299	0.162
11.330	0.172
12.683	0.183
14.321	0.188
16.311	0.195
19.402	0.196
22.098	0.196
24.523	0.192
29.170	0.189
35.923	0.185
41.272	0.184
47.009	0.179
50.827	0.177
59.936	0.183
73.811	0.188
82.623	0.189
