0.100	0.876	-0.005	0.006
0.119	0.873	-0.005	0.006
0.145	0.871	-0.005	0.005
0.197	0.868	-0.006	0.004
0.244	0.863	-0.006	0.005
0.328	0.856	-0.007	0.005
0.452	0.846	-0.008	0.005
0.586	0.843	-0.007	0.007
0.818	0.828	-0.008	0.006
1.128	0.818	-0.009	0.006
1.594	0.804	-0.008	0.010
2.017	0.794	-0.012	0.012
2.614	0.782	-0.015	0.017
3.307	0.768	-0.019	0.019
4.182	0.750	-0.022	0.023
5.224	0.735	-0.031	0.028
7.664	0.701	-0.032	0.039
9.000	0.683	-0.037	0.050
