4.362	0.072
6.544	0.097
7.999	0.114
9.089	0.131
11.271	0.152
13.817	0.172
15.635	0.187
18.544	0.202
23.635	0.215
28.362	0.223
33.453	0.225
38.908	0.223
43.999	0.230
46.908	0.236
51.271	0.233
55.271	0.246
61.089	0.249
67.635	0.255
71.635	0.267
75.999	0.274
83.635	0.271
90.908	0.276
98.180	0.275
106.180	0.272
